NAME,LAT,LONG,LAMBDA_M,RHO,RHO_0,DELTA_RHO
FENSAL,5.9565296,340.1589351,4047.848973,1.30E-05,7.60E-07,17.04394221
FENSAL,5.9565296,340.7152048,5794.540303,1.85E-05,3.41E-07,54.44466909
FENSAL,5.9565296,341.2714745,7269.567007,8.72E-05,2.05E-07,425.4480782
FENSAL,5.9565296,341.8277442,2484.703266,1.19E-05,2.26E-06,5.26591638
FENSAL,5.9565296,342.3840139,4328.637469,6.58E-05,6.54E-07,100.5916826
FENSAL,5.9565296,342.9402836,5239.016261,4.19E-05,4.27E-07,98.21831332
FENSAL,5.9565296,343.4965534,6876.47372,4.95E-05,2.32E-07,213.2237844
SENKYO,6.5127993,13.07234917,3950.288806,6.30E-06,8.03E-07,7.874759337
SENKYO,6.5127993,58.6864649,2792.893935,1.56E-05,1.74E-06,8.97058347
SENKYO,6.5127993,59.2427346,2820.842168,9.00E-06,1.71E-06,5.293985107
BELET,6.5127993,76.48709543,4884.643065,3.90E-06,4.99E-07,7.829205725
BELET,6.5127993,77.04336513,4150.231669,1.33E-05,7.19E-07,18.47951669
BELET,6.5127993,77.59963483,3206.031646,1.03E-05,1.28E-06,8.012206995
BELET,6.5127993,78.15590454,3891.45385,3.10E-06,8.30E-07,3.750668036
BELET,6.5127993,78.71217424,3386.933525,8.10E-06,1.13E-06,7.177806976
BELET,6.5127993,79.26844395,3411.016135,1.83E-05,1.11E-06,16.37367634
BELET,6.5127993,113.2008959,2713.563148,1.74E-05,1.86E-06,9.338926169
BELET,6.5127993,113.7571656,2643.303193,1.48E-05,1.97E-06,7.506202982
BELET,6.5127993,114.3134353,3260.491673,7.80E-06,1.23E-06,6.345950169
BELET,6.5127993,114.869705,3720.361797,1.19E-05,9.18E-07,12.97032591
BELET,6.5127993,115.4259747,4481.505777,1.79E-05,6.05E-07,29.61941389
BELET,6.5127993,115.9822444,6047.560236,1.94E-05,3.10E-07,62.52407579
SHANGRILA,6.5127993,171.0529451,2745.596851,2.64E-05,1.81E-06,14.55087734
SHANGRILA,6.5127993,171.6092148,2671.299218,8.50E-06,1.93E-06,4.43808512
SHANGRILA,6.5127993,172.1654845,3250.188923,1.56E-05,1.24E-06,12.56251961
SHANGRILA,6.5127993,198.3101606,2683.156202,3.22E-05,1.91E-06,16.88316747
SHANGRILA,6.5127993,198.8664303,2673.586429,1.71E-05,1.92E-06,8.900798187
SHANGRILA,6.5127993,199.4227,3730.698539,4.18E-05,9.12E-07,45.80575778
SHANGRILA,6.5127993,199.9789697,3955.253236,3.80E-05,8.00E-07,47.44106643
SHANGRILA,6.5127993,200.5352394,3603.347661,4.84E-05,9.86E-07,49.06268615
SHANGRILA,6.5127993,201.0915091,3486.088364,4.20E-05,1.06E-06,39.58010655
SHANGRILA,6.5127993,201.6477788,2773.569331,1.90E-05,1.77E-06,10.72693741
SHANGRILA,6.5127993,212.7731729,6505.182369,4.76E-05,2.63E-07,180.8685224
SHANGRILA,6.5127993,213.3294426,4409.786975,4.35E-05,6.27E-07,69.28380231
SHANGRILA,6.5127993,213.8857123,7273.268425,9.24E-05,2.05E-07,450.9634215
SHANGRILA,6.5127993,214.441982,3649.937378,2.60E-05,9.58E-07,27.17944086
SHANGRILA,6.5127993,214.9982517,4520.803974,4.34E-05,5.94E-07,73.12458445
SHANGRILA,6.5127993,215.5545214,3884.341647,3.42E-05,8.33E-07,41.01372562
SHANGRILA,6.5127993,216.1107911,4567.672709,5.12E-05,5.80E-07,88.20880336
SHANGRILA,6.5127993,216.6670608,3458.735431,1.11E-05,1.08E-06,10.24297884
FENSAL,6.5127993,317.908147,2163.208423,1.04E-05,3.09E-06,3.362432921
FENSAL,6.5127993,318.4644167,2447.885974,1.57E-05,2.34E-06,6.689949549
FENSAL,6.5127993,319.0206864,2564.355206,2.46E-05,2.11E-06,11.66459079
FENSAL,6.5127993,319.5769561,3447.037312,4.14E-05,1.09E-06,37.99216504
FENSAL,6.5127993,320.1332258,3017.054724,2.17E-05,1.47E-06,14.80861597
FENSAL,6.5127993,320.6894955,3758.802302,3.01E-05,8.97E-07,33.52309426
FENSAL,6.5127993,321.2457652,2555.725041,3.68E-05,2.13E-06,17.30696457
FENSAL,6.5127993,321.8020349,2981.332054,4.77E-05,1.51E-06,31.66320723
FENSAL,6.5127993,322.3583046,5505.561449,4.84E-05,3.82E-07,126.8701052
FENSAL,6.5127993,324.5833834,3303.911924,5.55E-05,1.20E-06,46.3655413
FENSAL,6.5127993,325.1396531,3055.066484,6.35E-05,1.43E-06,44.55014889
FENSAL,6.5127993,325.6959228,2563.272621,3.90E-05,2.11E-06,18.44370556
FENSAL,6.5127993,326.2521925,2917.478269,3.97E-05,1.58E-06,25.09184012
FENSAL,6.5127993,326.8084622,3055.501411,3.42E-05,1.43E-06,23.99959922
FENSAL,6.5127993,327.3647319,2092.257269,4.18E-05,3.33E-06,12.57629601
FENSAL,6.5127993,327.9210016,2396.350904,1.15E-05,2.46E-06,4.683463135
FENSAL,6.5127993,328.4772713,4404.820335,3.88E-05,6.29E-07,61.62141243
FENSAL,6.5127993,329.033541,3776.741326,3.02E-05,8.88E-07,34.0438343
FENSAL,6.5127993,329.5898108,3073.454861,3.20E-05,1.41E-06,22.71206541
FENSAL,6.5127993,330.1460805,3234.239431,2.07E-05,1.26E-06,16.48537264
FENSAL,6.5127993,330.7023502,2663.420267,1.28E-05,1.94E-06,6.593768082
FENSAL,6.5127993,331.2586199,3112.598809,1.25E-05,1.37E-06,9.100758384
FENSAL,6.5127993,331.8148896,2951.148507,1.18E-05,1.54E-06,7.65927151
FENSAL,6.5127993,332.927429,3092.427729,4.90E-06,1.39E-06,3.564480378
FENSAL,6.5127993,333.4836987,4909.737473,3.14E-05,4.93E-07,63.68139462
FENSAL,6.5127993,334.0399684,3604.086127,2.02E-05,9.85E-07,20.48065208
FENSAL,6.5127993,334.5962381,3600.426278,8.60E-06,9.88E-07,8.748598113
FENSAL,6.5127993,335.1525078,3205.888521,1.03E-05,1.28E-06,8.011048747
FENSAL,6.5127993,335.7087775,2815.122646,1.80E-05,1.71E-06,10.51862452
FENSAL,6.5127993,336.2650472,3389.979546,2.17E-05,1.13E-06,19.19660474
FENSAL,6.5127993,339.6026654,7635.907312,3.67E-05,1.84E-07,199.5418599
FENSAL,6.5127993,340.1589351,4039.225743,5.49E-05,7.64E-07,71.93835409
FENSAL,6.5127993,340.7152048,5301.358991,9.75E-05,4.16E-07,234.7214772
FENSAL,6.5127993,341.2714745,4203.102415,2.69E-05,6.99E-07,38.5051817
FENSAL,6.5127993,341.8277442,4057.111098,6.17E-05,7.56E-07,81.56000438
FENSAL,6.5127993,342.3840139,4059.850224,5.85E-05,7.55E-07,77.43638462
FENSAL,6.5127993,342.9402836,5631.39325,8.56E-05,3.63E-07,235.7728641
FENSAL,6.5127993,343.4965534,4552.668418,3.64E-05,5.84E-07,62.33868781
SENKYO,7.0690689,10.29100065,3153.386582,4.40E-06,1.33E-06,3.300756421
SENKYO,7.0690689,10.84727035,5093.908687,4.10E-06,4.54E-07,8.968080994
SENKYO,7.0690689,11.40354006,4350.969535,7.00E-06,6.47E-07,10.76647924
SENKYO,7.0690689,11.95980976,4408.393196,3.50E-06,6.28E-07,5.616670661
SENKYO,7.0690689,15.85369769,5823.874414,4.70E-06,3.37E-07,13.83551238
SENKYO,7.0690689,58.13019519,3679.857156,2.36E-05,9.41E-07,25.03739339
SENKYO,7.0690689,58.6864649,2816.530468,1.80E-05,1.71E-06,10.53566494
SENKYO,7.0690689,59.2427346,3018.879031,1.69E-05,1.46E-06,11.54037493
BELET,7.0690689,77.04336513,6860.610583,4.28E-05,2.33E-07,183.4372317
BELET,7.0690689,77.59963483,3334.786406,8.00E-06,1.17E-06,6.826142633
BELET,7.0690689,78.15590454,3160.427671,2.50E-06,1.32E-06,1.912267296
BELET,7.0690689,78.71217424,3007.930133,4.80E-06,1.48E-06,3.258691204
BELET,7.0690689,91.50637743,3221.196956,1.23E-05,1.27E-06,9.680338837
BELET,7.0690689,113.2008959,2611.18346,1.46E-05,2.03E-06,7.214902804
BELET,7.0690689,113.7571656,2806.702379,1.12E-05,1.72E-06,6.510691915
BELET,7.0690689,114.3134353,3458.896803,1.66E-05,1.08E-06,15.36678905
BELET,7.0690689,114.869705,4067.218132,9.80E-06,7.52E-07,12.98204804
BELET,7.0690689,115.4259747,5912.025283,3.31E-05,3.26E-07,101.6753484
BELET,7.0690689,115.9822444,4060.299342,1.95E-05,7.55E-07,25.82137352
SHANGRILA,7.0690689,198.3101606,2642.59105,3.17E-05,1.97E-06,16.07069535
SHANGRILA,7.0690689,198.8664303,3463.95826,6.65E-05,1.08E-06,61.75883747
SHANGRILA,7.0690689,199.4227,5109.888521,4.09E-05,4.51E-07,90.59482796
SHANGRILA,7.0690689,199.9789697,3380.3042,2.97E-05,1.14E-06,26.15221346
SHANGRILA,7.0690689,200.5352394,4456.199797,8.91E-05,6.13E-07,145.4067239
SHANGRILA,7.0690689,201.0915091,4872.866252,4.68E-05,5.02E-07,93.21910389
SHANGRILA,7.0690689,201.6477788,5629.279254,4.05E-05,3.63E-07,111.5462091
SHANGRILA,7.0690689,213.3294426,5680.827704,4.36E-05,3.56E-07,122.572356
SHANGRILA,7.0690689,213.8857123,6862.868575,5.11E-05,2.33E-07,219.053843
SHANGRILA,7.0690689,214.441982,5505.466909,2.27E-05,3.82E-07,59.56071147
SHANGRILA,7.0690689,214.9982517,2531.98129,4.49E-05,2.17E-06,20.68201303
SHANGRILA,7.0690689,215.5545214,5647.432342,5.22E-05,3.61E-07,144.614442
SHANGRILA,7.0690689,216.1107911,3364.720948,1.88E-05,1.15E-06,16.39520983
SHANGRILA,7.0690689,216.6670608,4040.892456,2.59E-05,7.63E-07,33.89858826
FENSAL,7.0690689,316.7956076,2354.643145,1.13E-05,2.55E-06,4.424662537
FENSAL,7.0690689,317.3518773,2390.724232,2.30E-05,2.47E-06,9.295909003
FENSAL,7.0690689,317.908147,2028.034576,1.30E-05,3.57E-06,3.638043293
FENSAL,7.0690689,318.4644167,2060.474086,2.80E-05,3.44E-06,8.138399058
FENSAL,7.0690689,319.0206864,3183.147392,3.31E-05,1.30E-06,25.44271736
FENSAL,7.0690689,319.5769561,3204.165446,3.33E-05,1.28E-06,25.99063359
FENSAL,7.0690689,320.1332258,3181.623004,3.31E-05,1.30E-06,25.40329116
FENSAL,7.0690689,320.6894955,6488.456487,6.75E-05,2.64E-07,255.1952045
FENSAL,7.0690689,321.2457652,3020.6422,3.87E-05,1.46E-06,26.42791037
FENSAL,7.0690689,321.8020349,5612.899774,6.29E-05,3.66E-07,171.8870988
FENSAL,7.0690689,322.3583046,6845.166664,2.74E-05,2.35E-07,116.7205169
FENSAL,7.0690689,324.5833834,9164.401697,9.53E-05,1.22E-07,780.5070507
FENSAL,7.0690689,325.1396531,20912.75359,0.0001171,1.93E-08,6075.062744
FENSAL,7.0690689,325.6959228,5823.181097,4.19E-05,3.37E-07,124.4716331
FENSAL,7.0690689,326.2521925,3852.348496,6.16E-05,8.49E-07,72.60021852
FENSAL,7.0690689,326.8084622,3029.873465,5.33E-05,1.45E-06,36.69913933
FENSAL,7.0690689,327.3647319,2718.115221,5.22E-05,1.85E-06,28.16922258
FENSAL,7.0690689,327.9210016,2855.733192,3.66E-05,1.66E-06,22.03571838
FENSAL,7.0690689,328.4772713,3323.844179,4.25E-05,1.18E-06,36.02077126
FENSAL,7.0690689,329.033541,4131.706838,4.30E-05,7.26E-07,59.1948601
FENSAL,7.0690689,329.5898108,7918.120916,5.07E-05,1.69E-07,299.2268394
FENSAL,7.0690689,330.1460805,4347.742822,2.78E-05,6.48E-07,42.96260337
FENSAL,7.0690689,330.7023502,3256.009421,1.30E-05,1.24E-06,10.52958396
FENSAL,7.0690689,331.2586199,2842.304851,2.30E-06,1.68E-06,1.356376153
FENSAL,7.0690689,331.8148896,3467.352239,1.39E-05,1.07E-06,12.90728202
FENSAL,7.0690689,332.3711593,3186.299612,2.50E-06,1.30E-06,1.963413624
FENSAL,7.0690689,332.927429,2838.004408,9.10E-06,1.68E-06,5.398973312
FENSAL,7.0690689,333.4836987,3777.549067,9.10E-06,8.87E-07,10.22022381
FENSAL,7.0690689,334.0399684,4326.632444,1.38E-05,6.55E-07,21.14545523
FENSAL,7.0690689,334.5962381,3947.797896,1.26E-05,8.04E-07,15.7173896
FENSAL,7.0690689,335.1525078,3310.453846,2.12E-05,1.19E-06,17.77654236
FENSAL,7.0690689,335.7087775,3498.701459,1.40E-05,1.05E-06,13.28892829
FENSAL,7.0690689,336.2650472,3216.112695,1.03E-05,1.27E-06,8.094058876
FENSAL,7.0690689,339.6026654,3580.996863,2.86E-05,1.00E-06,28.65557759
FENSAL,7.0690689,340.1589351,5277.433873,5.49E-05,4.20E-07,130.7400291
FENSAL,7.0690689,340.7152048,3815.140325,3.05E-05,8.68E-07,35.1772337
FENSAL,7.0690689,341.2714745,5100.190226,5.71E-05,4.53E-07,126.0550749
FENSAL,7.0690689,341.8277442,3299.893245,5.54E-05,1.20E-06,46.18320694
FENSAL,7.0690689,342.3840139,2947.746588,3.30E-05,1.55E-06,21.36602843
FENSAL,7.0690689,342.9402836,4663.104354,5.60E-05,5.54E-07,101.052811
SENKYO,7.6253386,9.734730945,1783.99047,1.84E-05,4.75E-06,3.881662471
SENKYO,7.6253386,12.51607947,12628.82788,3.40E-05,5.96E-08,570.6266683
SENKYO,7.6253386,13.07234917,5727.003671,4.60E-06,3.50E-07,13.10423104
SENKYO,7.6253386,13.62861887,4859.112267,3.90E-06,5.05E-07,7.697496308
SENKYO,7.6253386,57.01765579,4948.261278,4.14E-05,4.85E-07,85.38843683
SENKYO,7.6253386,57.57392549,3719.678069,1.19E-05,9.18E-07,12.96261096
SENKYO,7.6253386,58.13019519,4803.157415,3.46E-05,5.18E-07,66.72782592
SENKYO,7.6253386,58.6864649,3440.541017,2.48E-05,1.09E-06,22.65650763
SENKYO,7.6253386,59.2427346,2831.158569,1.81E-05,1.69E-06,10.71384807
BELET,7.6253386,78.15590454,5613.299974,2.69E-05,3.66E-07,73.68290724
BELET,7.6253386,78.71217424,6845.830002,1.10E-05,2.35E-07,46.70285696
BELET,7.6253386,79.26844395,4852.385237,1.94E-05,5.07E-07,38.31524466
BELET,7.6253386,79.82471365,2658.667429,6.40E-06,1.95E-06,3.277875228
BELET,7.6253386,80.38098335,5376.909545,1.29E-05,4.03E-07,32.05105824
BELET,7.6253386,112.6446262,2186.021424,1.04E-05,3.02E-06,3.449354412
BELET,7.6253386,113.2008959,2812.801467,1.20E-05,1.72E-06,7.0011273
BELET,7.6253386,113.7571656,3093.897645,1.49E-05,1.39E-06,10.70990559
BELET,7.6253386,114.3134353,2868.649723,1.61E-05,1.64E-06,9.782512204
BELET,7.6253386,114.869705,3303.980497,3.44E-05,1.20E-06,28.70440727
BELET,7.6253386,115.4259747,4237.010843,2.03E-05,6.86E-07,29.63998713
BELET,7.6253386,115.9822444,4315.384039,2.42E-05,6.59E-07,36.69398859
SHANGRILA,7.6253386,198.3101606,7731.212691,7.47E-05,1.79E-07,418.3929237
SHANGRILA,7.6253386,198.8664303,3204.31882,4.36E-05,1.28E-06,33.99301837
SHANGRILA,7.6253386,199.4227,2621.23257,7.55E-05,2.01E-06,37.56951766
SHANGRILA,7.6253386,199.9789697,3205.637073,4.10E-05,1.28E-06,32.0360608
SHANGRILA,7.6253386,200.5352394,5885.410132,4.71E-05,3.29E-07,143.1441429
SHANGRILA,7.6253386,201.0915091,5019.234336,6.83E-05,4.70E-07,145.3396591
SHANGRILA,7.6253386,214.441982,9332.603087,3.73E-05,1.17E-07,318.401771
SHANGRILA,7.6253386,214.9982517,5212.038369,4.22E-05,4.32E-07,97.85106795
SHANGRILA,7.6253386,215.5545214,5091.359449,2.09E-05,4.55E-07,46.03323941
SHANGRILA,7.6253386,216.1107911,5766.058245,2.85E-05,3.44E-07,82.88440529
SHANGRILA,7.6253386,216.6670608,7041.532422,2.82E-05,2.20E-07,127.9127763
SHANGRILA,7.6253386,217.2233305,7539.542558,2.80E-05,1.89E-07,148.2261359
SHANGRILA,7.6253386,217.7796002,4512.130177,4.21E-05,5.96E-07,70.5829728
FENSAL,7.6253386,315.1267984,3270.887129,1.83E-05,1.22E-06,14.96060659
FENSAL,7.6253386,315.6830682,2386.292041,2.29E-05,2.48E-06,9.240229924
FENSAL,7.6253386,316.2393379,1976.760883,2.53E-05,3.78E-06,6.697194402
FENSAL,7.6253386,316.7956076,1993.816301,1.44E-05,3.71E-06,3.873419661
FENSAL,7.6253386,317.3518773,1857.497447,1.63E-05,4.34E-06,3.764169823
FENSAL,7.6253386,317.908147,2546.920684,2.24E-05,2.14E-06,10.4589721
FENSAL,7.6253386,318.4644167,2433.071634,2.34E-05,2.37E-06,9.839638308
FENSAL,7.6253386,319.0206864,2278.300872,1.64E-05,2.75E-06,5.965265494
FENSAL,7.6253386,319.5769561,2178.694682,2.09E-05,3.04E-06,6.881980226
FENSAL,7.6253386,320.1332258,2527.618276,4.25E-05,2.18E-06,19.48135411
FENSAL,7.6253386,320.6894955,3541.325648,5.38E-05,1.02E-06,52.5169488
FENSAL,7.6253386,321.2457652,3687.27777,5.01E-05,9.36E-07,53.55259516
FENSAL,7.6253386,321.8020349,3978.047035,2.86E-05,7.90E-07,36.24893484
FENSAL,7.6253386,322.3583046,13121.52055,7.35E-05,5.47E-08,1343.362351
FENSAL,7.6253386,324.5833834,3922.677718,5.96E-05,8.15E-07,73.13053672
FENSAL,7.6253386,325.1396531,8777.90011,9.13E-05,1.34E-07,678.8782992
FENSAL,7.6253386,325.6959228,24553.80563,0.0001571,1.35E-08,11674.03663
FENSAL,7.6253386,326.2521925,2533.454499,1.62E-05,2.17E-06,7.477089853
FENSAL,7.6253386,326.8084622,2569.749713,4.52E-05,2.10E-06,21.53107164
FENSAL,7.6253386,327.3647319,2514.800953,4.63E-05,2.20E-06,20.9884171
FENSAL,7.6253386,327.9210016,4099.562339,4.59E-05,7.39E-07,62.15657485
FENSAL,7.6253386,328.4772713,3292.342363,2.37E-05,1.21E-06,19.64655035
FENSAL,7.6253386,329.033541,4941.454798,5.53E-05,4.86E-07,113.7900927
FENSAL,7.6253386,329.5898108,4264.909912,3.07E-05,6.76E-07,45.41476443
FENSAL,7.6253386,330.1460805,3772.733364,6.00E-06,8.90E-07,6.785401469
FENSAL,7.6253386,330.7023502,4316.57804,1.73E-05,6.58E-07,26.2334754
FENSAL,7.6253386,331.2586199,3854.414927,9.30E-06,8.48E-07,10.90895625
FENSAL,7.6253386,331.8148896,3184.785177,5.10E-06,1.30E-06,3.920788131
FENSAL,7.6253386,332.3711593,3024.363862,1.45E-05,1.46E-06,9.950052463
FENSAL,7.6253386,332.927429,3364.736239,8.10E-06,1.15E-06,7.026622277
FENSAL,7.6253386,333.4836987,3960.036008,3.20E-06,7.98E-07,3.968920049
FENSAL,7.6253386,334.0399684,3603.118085,5.80E-06,9.86E-07,5.846528033
FENSAL,7.6253386,334.5962381,3285.378071,7.90E-06,1.21E-06,6.504107699
FENSAL,7.6253386,335.1525078,3883.388879,5.28E-05,8.34E-07,63.33452986
FENSAL,7.6253386,335.7087775,3709.372682,2.37E-05,9.24E-07,25.69340503
FENSAL,7.6253386,336.2650472,4808.681703,2.31E-05,5.17E-07,44.65107432
FENSAL,7.6253386,338.490126,2913.847313,1.17E-05,1.59E-06,7.350258987
FENSAL,7.6253386,339.0463957,3258.674897,2.61E-05,1.23E-06,21.11503281
FENSAL,7.6253386,339.6026654,3383.810423,2.17E-05,1.13E-06,19.08373644
FENSAL,7.6253386,340.1589351,3095.922449,5.20E-05,1.38E-06,37.5641482
FENSAL,7.6253386,340.7152048,3437.837907,4.68E-05,1.10E-06,42.68686702
FENSAL,7.6253386,341.2714745,3451.29651,3.87E-05,1.09E-06,35.60139803
FENSAL,7.6253386,341.8277442,2933.001125,2.58E-05,1.56E-06,16.51723827
FENSAL,7.6253386,342.3840139,2849.833207,2.05E-05,1.67E-06,12.31237556
FENSAL,7.6253386,342.9402836,4903.887347,2.35E-05,4.95E-07,47.57704671
SENKYO,8.1816082,13.62861887,4472.508332,3.60E-06,6.08E-07,5.885465047
SENKYO,8.1816082,16.40996739,4609.47683,3.70E-06,5.68E-07,6.489236177
SENKYO,8.1816082,58.13019519,5605.002681,3.59E-05,3.67E-07,97.77450414
SENKYO,8.1816082,58.6864649,4194.186495,3.36E-05,7.02E-07,47.80171406
